Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Unnamed: 14,Unnamed: 15
Registered nurses,Yukon,Age,Average age,43.9,43.3,42.4,42.2,41.8,42.7,42.2,41.4,40.7,41.2,,
Registered nurses,Yukon,Sex,Female,358,375,414,432,433,478,492,486,553,635.0,,
Registered nurses,Yukon,Sex,Male,42,38,41,44,47,54,53,48,68,85.0,,
Registered nurses,Yukon,Sex,Not stated,0,0,0,0,0,0,3,126,30,11.0,,
Registered nurses,Yukon,Inflow,Total,64,84,88,99,115,128,136,215,173,179.0,,
Registered nurses,Yukon,Inflow,Age <35,34,49,49,60,63,55,71,119,96,84.0,,
Registered nurses,Yukon,Inflow,Age 35–54,14,29,30,25,35,45,40,68,61,78.0,,
Registered nurses,Yukon,Inflow,Age 55+,16,6,9,14,17,28,25,28,16,16.0,,
Registered nurses,Yukon,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,1.0,,
Registered nurses,Yukon,Outflow,Total,71,46,78,111,76,120,103,182,99,,,
Registered nurses,Yukon,Outflow,Age <35,33,16,36,51,38,48,46,76,58,,,
Registered nurses,Yukon,Outflow,Age 35–54,17,11,24,31,23,33,36,62,26,,,
Registered nurses,Yukon,Outflow,Age 55+,21,19,18,29,15,39,21,44,15,,,
Registered nurses,Yukon,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,,,
Registered nurses,Yukon,Renewal,Total,336,329,367,377,365,404,412,445,478,552.0,,
Registered nurses,Yukon,Renewal,Age <35,89,80,104,103,103,112,108,122,153,172.0,,
Registered nurses,Yukon,Renewal,Age 35–54,161,158,175,181,174,197,216,224,232,279.0,,
Registered nurses,Yukon,Renewal,Age 55+,86,91,88,93,88,95,88,99,93,101.0,,
Registered nurses,Yukon,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0.0,,
Registered nurses,Yukon,Employment status,Employed in profession,392,400,434,464,476,517,543,639,623,673.0,,
Registered nurses,Yukon,Employment status,Employed in other than profession and seeking employment in profession,0,0,0,0,0,3,1,0,8,21.0,,
Registered nurses,Yukon,Employment status,Employed in other than profession and not seeking employment in profession,0,0,1,0,0,2,0,1,1,2.0,,
Registered nurses,Yukon,Employment status,Not employed and seeking employment in profession,5,3,5,6,4,3,4,9,13,17.0,,
Registered nurses,Yukon,Employment status,Not employed and not seeking employment in profession,0,0,2,1,0,0,0,4,1,9.0,,
Registered nurses,Yukon,Employment status,Not stated,3,10,13,5,0,7,0,7,5,9.0,,
Registered nurses,Yukon,Location of graduation,Canadian educated,360,373,409,429,435,483,491,600,592,663.0,,
Registered nurses,Yukon,Location of graduation,Internationally educated,40,40,43,46,44,49,57,60,42,47.0,,
Registered nurses,Yukon,Location of graduation,Not stated,0,0,3,1,1,0,0,0,17,21.0,,
Registered nurses,Yukon,Years since graduation,<5 years,52,57,65,76,81,79,80,114,91,97.0,,
Registered nurses,Yukon,Years since graduation,5–10 years,105,105,124,122,126,135,152,190,187,217.0,,
Registered nurses,Yukon,Years since graduation,11–20 years,84,94,108,119,123,141,142,167,183,230.0,,
Registered nurses,Yukon,Years since graduation,21–30 years,74,74,73,75,72,77,80,79,71,93.0,,
Registered nurses,Yukon,Years since graduation,31+ years,85,83,85,82,78,100,94,109,84,93.0,,
Registered nurses,Yukon,Years since graduation,Not stated,0,0,0,2,0,0,0,1,35,1,,
Registered nurses,Northwest Territories/Nunavut,Supply,Total,"1,153","1,135","1,013",811,743,"1,368","1,489","1,597","1,619","1,766",,
Registered nurses,Northwest Territories/Nunavut,Age,Age <25,7,5,x,0,0,23,19,17,15,,,
Registered nurses,Northwest Territories/Nunavut,Age,Age 25–34,300,294,236,161,114,377,417,436,412,,,
Registered nurses,Northwest Territories/Nunavut,Age,Age 35–44,261,270,231,214,208,356,394,429,471,,,
Registered nurses,Northwest Territories/Nunavut,Age,Age 45–54,248,249,224,181,173,267,302,320,327,,,
Registered nurses,Northwest Territories/Nunavut,Age,Age 55–64,250,235,235,186,184,264,272,294,297,,,
Registered nurses,Northwest Territories/Nunavut,Age,Age 65+,87,82,86,69,64,81,85,101,97,,,
Registered nurses,Northwest Territories/Nunavut,Age,Not stated,0,0,x,0,0,0,0,0,0,,,
Registered nurses,Northwest Territories/Nunavut,Age,Average age,45.6,45.4,46.7,46.9,47.8,44,43.9,44.1,44.2,,,
Registered nurses,Northwest Territories/Nunavut,Sex,Female,"1,021",995,896,716,655,"1,177","1,279","1,383","1,397",,,
Registered nurses,Northwest Territories/Nunavut,Sex,Male,132,140,117,95,87,190,210,214,222,,,
Registered nurses,Northwest Territories/Nunavut,Sex,Not stated,0,0,0,0,x,x,0,0,0,,,
Registered nurses,Northwest Territories/Nunavut,Inflow,Total,217,204,75,19,59,708,343,374,330,,,
Registered nurses,Northwest Territories/Nunavut,Inflow,Age <35,88,91,18,x,10,326,151,163,142,,,
Registered nurses,Northwest Territories/Nunavut,Inflow,Age 35–54,97,81,25,8,26,268,142,134,139,,,
Registered nurses,Northwest Territories/Nunavut,Inflow,Age 55+,32,32,32,9,23,114,50,77,49,,,
Registered nurses,Northwest Territories/Nunavut,Inflow,Age not stated,0,0,0,x,0,0,0,0,0,,,
Registered nurses,Northwest Territories/Nunavut,Outflow,Total,222,197,221,127,83,222,266,308,,,,
Registered nurses,Northwest Territories/Nunavut,Outflow,Age <35,71,58,49,32,19,84,97,114,,,,
Registered nurses,Northwest Territories/Nunavut,Outflow,Age 35–54,78,82,76,45,31,74,109,110,,,,
Registered nurses,Northwest Territories/Nunavut,Outflow,Age 55+,73,57,96,50,33,64,60,84,,,,
Registered nurses,Northwest Territories/Nunavut,Outflow,Age not stated,0,0,0,0,0,0,0,0,,,,
Registered nurses,Northwest Territories/Nunavut,Renewal,Total,936,931,938,792,684,660,"1,146","1,223","1,289",,,
Registered nurses,Northwest Territories/Nunavut,Renewal,Age <35,219,208,219,159,104,74,285,290,285,,,
Registered nurses,Northwest Territories/Nunavut,Renewal,Age 35–54,412,438,430,387,355,355,554,615,659,,,
Registered nurses,Northwest Territories/Nunavut,Renewal,Age 55+,305,285,289,246,225,231,307,318,345,,,
Registered nurses,Northwest Territories/Nunavut,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,,,
Registered nurses,Northwest Territories/Nunavut,Employment status,Employed in profession,980,991,990,801,728,"1,083","1,170","1,323","1,286",,,
Registered nurses,Northwest Territories/Nunavut,Employment status,Employed in other than profession and seeking employment in profession,0,0,0,0,0,x,x,x,0,,,
Registered nurses,Northwest Territories/Nunavut,Employment status,Employed in other than profession and not seeking employment in profession,0,0,0,x,x,x,x,x,x,,,
Registered nurses,Northwest Territories/Nunavut,Employment status,Not employed and seeking employment in profession,7,122,18,x,5,22,22,24,20,,,
Registered nurses,Northwest Territories/Nunavut,Employment status,Not employed and not seeking employment in profession,15,5,x,0,x,x,7,10,9,,,
Registered nurses,Northwest Territories/Nunavut,Employment status,Not stated,151,17,x,8,5,254,284,234,x,,,
Registered nurses,Northwest Territories/Nunavut,Location of graduation,Canadian educated,"1,056","1,043",927,739,673,"1,240","1,337","1,434","1,449",,,
Registered nurses,Northwest Territories/Nunavut,Location of graduation,Internationally educated,95,91,85,71,70,127,152,163,170,,,
Registered nurses,Northwest Territories/Nunavut,Location of graduation,Not stated,x,x,x,x,0,x,0,0,0,,,
Registered nurses,Northwest Territories/Nunavut,Years since graduation,<5 years,160,145,91,43,20,194,203,196,194,,,
Registered nurses,Northwest Territories/Nunavut,Years since graduation,5–10 years,278,298,241,209,170,363,385,413,414,,,
Registered nurses,Northwest Territories/Nunavut,Years since graduation,11–20 years,248,247,252,213,212,333,407,459,485,,,
Registered nurses,Northwest Territories/Nunavut,Years since graduation,21–30 years,198,198,179,149,152,212,224,224,237,,,
Registered nurses,Northwest Territories/Nunavut,Years since graduation,31+ years,269,247,250,197,189,266,270,305,289,,,
Registered nurses,Northwest Territories/Nunavut,Years since graduation,Not stated,0,0,0,0,0,0,0,0,0,,,
Registered nurses,Jurisdictions with available data,Supply,Total,"292,464","294,022","295,755","297,456","300,680","304,807","312,382","315,715","321,971","338,871",,
Registered nurses,Jurisdictions with available data,Age,Age <25,"9,504","9,480","9,734","10,080","10,253","9,909","10,232","10,058","9,819","10,751",,
Registered nurses,Jurisdictions with available data,Age,Age 25–34,"68,905","71,095","73,638","75,854","78,333","80,953","83,781","85,287","87,308","91,579",,
Registered nurses,Jurisdictions with available data,Age,Age 35–44,"65,188","66,347","67,859","69,441","71,760","74,624","78,488","81,967","87,106","96,364",,
Registered nurses,Jurisdictions with available data,Age,Age 45–54,"74,212","73,223","72,031","70,702","69,169","68,619","68,589","68,332","68,166","69,447",,
Registered nurses,Jurisdictions with available data,Age,Age 55–64,"60,951","59,728","58,076","56,986","56,397","55,693","55,465","54,377","53,912","53,287",,
Registered nurses,Jurisdictions with available data,Age,Age 65+,"13,703","14,148","14,416","14,393","14,767","15,009","15,827","15,694","15,660","15,676",,
Registered nurses,Jurisdictions with available data,Age,Not stated,1,1,0,0,1,0,0,0,0,1,,
Registered nurses,Jurisdictions with available data,Age,Average age,44.7,44.4,44.2,44,43.7,43.6,43.4,43.3,43.2,42.9,,
Registered nurses,Jurisdictions with available data,Sex,Female,"270,275","270,992","271,932","272,755","274,611","277,125","272,114","284,637","288,751","299,608",,
Registered nurses,Jurisdictions with available data,Sex,Male,"22,189","23,030","23,776","24,687","25,730","26,854","27,077","29,183","30,453","32,968",,
Registered nurses,Jurisdictions with available data,Sex,Not stated,0,0,47,14,338,827,42,"1,895","2,767","4,529",,
Registered nurses,Jurisdictions with available data,Employment status,Employed in profession,"279,470","280,932","281,365","282,394","273,617","275,659","280,097","283,071","289,640","289,369",,
Registered nurses,Jurisdictions with available data,Employment status,Employed in other than profession and seeking employment in profession,823,693,775,841,788,761,675,782,"1,433","2,099",,
Registered nurses,Jurisdictions with available data,Employment status,Employed in other than profession and not seeking employment in profession,535,402,438,495,407,449,539,600,839,"12,334",,
Registered nurses,Jurisdictions with available data,Employment status,Not employed and seeking employment in profession,"3,107","2,860","2,679","2,622","2,605","2,492","2,499","2,785","3,846","3,916",,
Registered nurses,Jurisdictions with available data,Employment status,Not employed and not seeking employment in profession,"2,015","2,078","2,123","2,038","1,675","1,758","1,943","2,026","2,233","2,029",,
Registered nurses,Jurisdictions with available data,Employment status,Not stated,"6,514","7,057","8,370","9,064","8,588","10,823","11,730","11,325","10,216","13,463",,
Registered nurses,Jurisdictions with available data,Location of graduation,Canadian educated,"265,430","266,600","267,921","269,531","271,870","274,863","281,017","282,286","283,964","285,915",,
Registered nurses,Jurisdictions with available data,Location of graduation,Internationally educated,"26,296","26,513","26,857","27,466","28,308","29,473","30,917","33,059","37,341","48,090",,
Registered nurses,Jurisdictions with available data,Location of graduation,Not stated,736,908,976,458,502,470,448,370,666,"3,100",,
Registered nurses,Jurisdictions with available data,Years since graduation,<5 years,"42,794","42,431","42,036","44,915","46,080","46,402","47,259","47,272","46,515","47,461",,
Registered nurses,Jurisdictions with available data,Years since graduation,5–10 years,"51,069","53,519","55,990","57,635","59,362","62,093","64,948","65,738","67,509","69,524",,
Registered nurses,Jurisdictions with available data,Years since graduation,11–20 years,"60,380","61,390","63,456","66,487","69,879","74,471","80,356","86,052","92,378","101,035",,
Registered nurses,Jurisdictions with available data,Years since graduation,21–30 years,"65,457","64,074","63,367","61,614","59,904","57,650","55,235","53,301","53,103","55,362",,
Registered nurses,Jurisdictions with available data,Years since graduation,31+ years,"71,007","70,025","67,806","66,269","64,908","63,965","64,238","63,011","61,867","61,133",,
Registered nurses,Jurisdictions with available data,Years since graduation,Not stated,"1,757","2,583","3,100",536,547,226,346,341,599,"2,590",,
Registered psychiatric nurses,Manitoba,Supply,Total,995,"1,019","1,054","1,077","1,064","1,033","1,112","1,138","1,168","1,177",,
Registered psychiatric nurses,Manitoba,Age,Age <25,42,30,29,21,26,12,24,29,29,29,,
Registered psychiatric nurses,Manitoba,Age,Age 25–34,208,258,302,344,344,344,404,426,423,415,,
Registered psychiatric nurses,Manitoba,Age,Age 35–44,170,169,187,206,216,236,252,257,286,322,,
Registered psychiatric nurses,Manitoba,Age,Age 45–54,261,248,231,205,192,179,167,180,181,182,,
Registered psychiatric nurses,Manitoba,Age,Age 55–64,274,265,254,236,223,205,205,186,192,176,,
Registered psychiatric nurses,Manitoba,Age,Age 65+,40,49,51,65,63,57,60,60,57,53,,
Registered psychiatric nurses,Manitoba,Age,Not stated,0,0,0,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Manitoba,Age,Average age,45.9,45.3,44.4,43.7,43.4,43.1,42.2,41.8,41.7,41.5,,
Registered psychiatric nurses,Manitoba,Sex,Female,806,829,867,891,882,860,935,959,988,"1,002",,
Registered psychiatric nurses,Manitoba,Sex,Male,189,190,187,186,182,173,177,179,180,174,,
Registered psychiatric nurses,Manitoba,Sex,Not stated,0,0,0,0,0,0,0,0,0,1,,
Registered psychiatric nurses,Manitoba,Inflow,Total,78,104,108,108,86,59,144,88,90,305,,
Registered psychiatric nurses,Manitoba,Inflow,Age <35,68,78,78,79,66,34,105,65,67,228,,
Registered psychiatric nurses,Manitoba,Inflow,Age 35–54,7,16,28,25,13,21,26,20,14,72,,
Registered psychiatric nurses,Manitoba,Inflow,Age 55+,3,10,2,4,7,4,13,3,9,5,,
Registered psychiatric nurses,Manitoba,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Manitoba,Outflow,Total,80,73,85,99,90,65,62,60,296,,,
Registered psychiatric nurses,Manitoba,Outflow,Age <35,24,20,22,35,25,16,13,18,199,,,
Registered psychiatric nurses,Manitoba,Outflow,Age 35–54,17,7,18,15,8,14,10,17,57,,,
Registered psychiatric nurses,Manitoba,Outflow,Age 55+,39,46,45,49,57,35,39,25,40,,,
Registered psychiatric nurses,Manitoba,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,,,
Registered psychiatric nurses,Manitoba,Renewal,Total,917,915,946,969,978,974,968,"1,050","1,078",872,,
Registered psychiatric nurses,Manitoba,Renewal,Age <35,182,210,253,286,304,322,323,390,385,216,,
Registered psychiatric nurses,Manitoba,Renewal,Age 35–54,424,401,390,386,395,394,393,417,453,432,,
Registered psychiatric nurses,Manitoba,Renewal,Age 55+,311,304,303,297,279,258,252,243,240,224,,
Registered psychiatric nurses,Manitoba,Renewal,Age not stated,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,,
Registered psychiatric nurses,Manitoba,Employment status,Employed in profession,938.0,979,1002.0,992.0,968.0,990.0,1020,1045.0,1080,"1,088",,
Registered psychiatric nurses,Manitoba,Employment status,Employed in other than profession and seeking employment in profession,1.0,0,2.0,5.0,13.0,5.0,4,5.0,7,10,,
Registered psychiatric nurses,Manitoba,Employment status,Employed in other than profession and not seeking employment in profession,9.0,7,9.0,11.0,9.0,2.0,12,8.0,11,6,,
Registered psychiatric nurses,Manitoba,Employment status,Not employed and seeking employment in profession,10.0,9,11.0,19.0,25.0,6.0,16,14.0,12,13,,
Registered psychiatric nurses,Manitoba,Employment status,Not employed and not seeking employment in profession,8.0,5,4.0,4.0,5.0,1.0,6,4.0,3,5,,
Registered psychiatric nurses,Manitoba,Employment status,Not stated,29.0,19,26.0,46.0,44.0,29.0,54,62.0,55,55,,
Registered psychiatric nurses,Manitoba,Location of graduation,Canadian educated,984.0,1008,1042.0,1063.0,1046.0,1014.0,1092,1118.0,1148,"1,156",,
Registered psychiatric nurses,Manitoba,Location of graduation,Internationally educated,10.0,10,8.0,9.0,18.0,19.0,20,20.0,20,21,,
Registered psychiatric nurses,Manitoba,Location of graduation,Not stated,1.0,1,4.0,5.0,0.0,0.0,0,0.0,0,0,,
Registered psychiatric nurses,Manitoba,Years since graduation,<5 years,202.0,229,263.0,298.0,292.0,262.0,298,292.0,282,273,,
Registered psychiatric nurses,Manitoba,Years since graduation,5–10 years,157.0,169,182.0,196.0,198.0,224.0,258,292.0,316,347,,
Registered psychiatric nurses,Manitoba,Years since graduation,11–20 years,111.0,111,140.0,157.0,185.0,206.0,234,251.0,270,284,,
Registered psychiatric nurses,Manitoba,Years since graduation,21–30 years,232.0,218,185.0,163.0,148.0,123.0,109,96.0,86,76,,
Registered psychiatric nurses,Manitoba,Years since graduation,31+ years,293.0,292,284.0,263.0,241.0,218.0,213,207.0,214,197,,
Registered psychiatric nurses,Manitoba,Years since graduation,Not stated,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,,
Registered psychiatric nurses,Saskatchewan,Supply,Total,878.0,850,844.0,826.0,802.0,799.0,769,772.0,788,798,,
Registered psychiatric nurses,Saskatchewan,Age,Age <25,17.0,16,20.0,27.0,29.0,28.0,13,31.0,38,32,,
Registered psychiatric nurses,Saskatchewan,Age,Age 25–34,127.0,147,153.0,169.0,175.0,181.0,175,193.0,202,206,,
Registered psychiatric nurses,Saskatchewan,Age,Age 35–44,134.0,109,103.0,98.0,93.0,100.0,106,119.0,137,173,,
Registered psychiatric nurses,Saskatchewan,Age,Age 45–54,306.0,303,282.0,266.0,246.0,229.0,212,190.0,180,161,,
Registered psychiatric nurses,Saskatchewan,Age,Age 55–64,239.0,218,229.0,210.0,213.0,212.0,211,201.0,188,182,,
Registered psychiatric nurses,Saskatchewan,Age,Age 65+,55.0,57,57.0,56.0,46.0,49.0,52,38.0,43,44,,
Registered psychiatric nurses,Saskatchewan,Age,Not stated,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,,
Registered psychiatric nurses,Saskatchewan,Age,Average age,48.5,48,47.8,47.1,46.8,46.6,47,45.5,45,44.3,,
Registered psychiatric nurses,Saskatchewan,Sex,Female,755.0,734,731.0,715.0,694.0,698.0,672,672.0,689,699,,
Registered psychiatric nurses,Saskatchewan,Sex,Male,123.0,116,113.0,111.0,108.0,101.0,97,100.0,99,99,,
Registered psychiatric nurses,Saskatchewan,Sex,Not stated,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,,
Registered psychiatric nurses,Saskatchewan,Inflow,Total,83.0,38,54.0,50.0,35.0,51.0,20,77.0,58,59,,
Registered psychiatric nurses,Saskatchewan,Inflow,Age <35,39.0,28,30.0,38.0,24.0,29.0,9,58.0,38,38,,
Registered psychiatric nurses,Saskatchewan,Inflow,Age 35–54,18.0,9,18.0,10.0,10.0,17.0,7,16.0,18,17,,
Registered psychiatric nurses,Saskatchewan,Inflow,Age 55+,26.0,1,6.0,2.0,1.0,5.0,4,3.0,2,4,,
Registered psychiatric nurses,Saskatchewan,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Saskatchewan,Outflow,Total,66,60,68,59,54,50,74,42,49,,,
Registered psychiatric nurses,Saskatchewan,Outflow,Age <35,3,13,6,8,10,10,9,5,6,,,
Registered psychiatric nurses,Saskatchewan,Outflow,Age 35–54,16,12,17,13,14,9,18,8,11,,,
Registered psychiatric nurses,Saskatchewan,Outflow,Age 55+,47,35,45,38,30,31,47,29,32,,,
Registered psychiatric nurses,Saskatchewan,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,,,
Registered psychiatric nurses,Saskatchewan,Renewal,Total,795,812,790,776,767,748,749,695,730,739,,
Registered psychiatric nurses,Saskatchewan,Renewal,Age <35,105,135,143,158,180,180,179,166,202,200,,
Registered psychiatric nurses,Saskatchewan,Renewal,Age 35–54,422,403,367,354,329,312,311,293,299,317,,
Registered psychiatric nurses,Saskatchewan,Renewal,Age 55+,268,274,280,264,258,256,259,236,229,222,,
Registered psychiatric nurses,Saskatchewan,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Saskatchewan,Employment status,Employed in profession,841,825,787,755,712,706,713,679,692,702,,
Registered psychiatric nurses,Saskatchewan,Employment status,Employed in other than profession and seeking employment in profession,3,1,8,10,10,9,7,5,6,7,,
Registered psychiatric nurses,Saskatchewan,Employment status,Employed in other than profession and not seeking employment in profession,6,19,37,46,51,46,42,49,41,38,,
Registered psychiatric nurses,Saskatchewan,Employment status,Not employed and seeking employment in profession,4,4,4,2,2,8,4,3,4,6,,
Registered psychiatric nurses,Saskatchewan,Employment status,Not employed and not seeking employment in profession,18,0,7,11,1,2,3,2,5,1,,
Registered psychiatric nurses,Saskatchewan,Employment status,Not stated,6,1,1,2,26,28,0,34,40,44,,
Registered psychiatric nurses,Saskatchewan,Location of graduation,Canadian educated,816,800,800,813,789,786,757,761,777,785,,
Registered psychiatric nurses,Saskatchewan,Location of graduation,Internationally educated,11,9,12,13,13,13,12,11,11,13,,
Registered psychiatric nurses,Saskatchewan,Location of graduation,Not stated,51,41,32,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Saskatchewan,Years since graduation,<5 years,133,137,152,145,125,116,88,119,130,156,,
Registered psychiatric nurses,Saskatchewan,Years since graduation,5–10 years,59,76,85,121,143,174,177,179,183,176,,
Registered psychiatric nurses,Saskatchewan,Years since graduation,11–20 years,108,83,67,37,35,35,55,78,107,132,,
Registered psychiatric nurses,Saskatchewan,Years since graduation,21–30 years,287,280,277,272,244,220,197,162,130,99,,
Registered psychiatric nurses,Saskatchewan,Years since graduation,31+ years,291,273,263,251,255,254,252,234,238,235,,
Registered psychiatric nurses,Saskatchewan,Years since graduation,Not stated,0,1,0,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Alberta,Supply,Total,"1,306","1,313","1,317","1,334","1,349","1,368","1,364","1,390","1,430","1,453",,
Registered psychiatric nurses,Alberta,Age,Age <25,48,48,63,64,46,55,64,66,64,56,,
Registered psychiatric nurses,Alberta,Age,Age 25–34,268,277,290,313,350,364,357,369,373,378,,
Registered psychiatric nurses,Alberta,Age,Age 35–44,225,235,234,257,258,290,302,328,345,379,,
Registered psychiatric nurses,Alberta,Age,Age 45–54,385,378,351,320,313,286,269,269,283,270,,
Registered psychiatric nurses,Alberta,Age,Age 55–64,291,288,298,304,307,301,306,288,287,294,,
Registered psychiatric nurses,Alberta,Age,Age 65+,89,87,81,76,75,72,66,70,78,76,,
Registered psychiatric nurses,Alberta,Age,Not stated,0,0,0,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Alberta,Age,Average age,46,45.9,45.4,45,44.8,44.2,44,43.5,43.6,43.6,,
Registered psychiatric nurses,Alberta,Sex,Female,"1,013","1,020","1,033","1,055","1,069","1,089","1,085","1,111","1,141","1,167",,
Registered psychiatric nurses,Alberta,Sex,Male,293,293,284,279,280,279,279,279,289,286,,
Registered psychiatric nurses,Alberta,Sex,Not stated,0,0,0,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Alberta,Inflow,Total,104,110,105,110,105,111,103,140,126,108,,
Registered psychiatric nurses,Alberta,Inflow,Age <35,76,72,78,80,74,75,65,83,68,64,,
Registered psychiatric nurses,Alberta,Inflow,Age 35–54,21,30,24,22,25,33,31,46,44,35,,
Registered psychiatric nurses,Alberta,Inflow,Age 55+,7,8,3,8,6,3,7,11,14,9,,
Registered psychiatric nurses,Alberta,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Alberta,Outflow,Total,103,101,93,90,92,107,114,86,85,,,
Registered psychiatric nurses,Alberta,Outflow,Age <35,39,32,26,32,24,31,30,32,23,,,
Registered psychiatric nurses,Alberta,Outflow,Age 35–54,18,28,21,17,15,29,27,18,27,,,
Registered psychiatric nurses,Alberta,Outflow,Age 55+,46,41,46,41,53,47,57,36,35,,,
Registered psychiatric nurses,Alberta,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,,,
Registered psychiatric nurses,Alberta,Renewal,Total,"1,202","1,203","1,212","1,224","1,244","1,257","1,261","1,250","1,304","1,345",,
Registered psychiatric nurses,Alberta,Renewal,Age <35,240,253,275,297,322,344,356,352,369,370,,
Registered psychiatric nurses,Alberta,Renewal,Age 35–54,589,583,561,555,546,543,540,551,584,614,,
Registered psychiatric nurses,Alberta,Renewal,Age 55+,373,367,376,372,376,370,365,347,351,361,,
Registered psychiatric nurses,Alberta,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Alberta,Employment status,Employed in profession,"1,284","1,265","1,276","1,295","1,308","1,337","1,327","1,373","1,419","1,439",,
Registered psychiatric nurses,Alberta,Employment status,Employed in other than profession and seeking employment in profession,9,15,7,10,12,7,18,4,2,1,,
Registered psychiatric nurses,Alberta,Employment status,Employed in other than profession and not seeking employment in profession,6,5,7,5,6,11,4,3,2,4,,
Registered psychiatric nurses,Alberta,Employment status,Not employed and seeking employment in profession,6,26,14,14,8,11,13,7,6,8,,
Registered psychiatric nurses,Alberta,Employment status,Not employed and not seeking employment in profession,1,1,1,1,0,1,0,1,1,0,,
Registered psychiatric nurses,Alberta,Employment status,Not stated,0,1,12,9,15,1,2,2,0,1,,
Registered psychiatric nurses,Alberta,Location of graduation,Canadian educated,"1,183","1,192","1,206","1,228","1,245","1,262","1,266","1,295","1,335","1,358",,
Registered psychiatric nurses,Alberta,Location of graduation,Internationally educated,123,121,111,106,104,106,98,95,95,95,,
Registered psychiatric nurses,Alberta,Location of graduation,Not stated,0,0,0,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Alberta,Years since graduation,<5 years,243,239,242,256,254,263,261,274,283,273,,
Registered psychiatric nurses,Alberta,Years since graduation,5–10 years,244,262,281,304,319,333,333,345,342,360,,
Registered psychiatric nurses,Alberta,Years since graduation,11–20 years,180.0,186.0,199.0,211.0,236.0,263.0,294.0,332.0,377.0,408,,
Registered psychiatric nurses,Alberta,Years since graduation,21–30 years,295.0,288.0,267.0,244.0,219.0,208.0,176.0,167.0,157.0,144,,
Registered psychiatric nurses,Alberta,Years since graduation,31+ years,344.0,338.0,328.0,319.0,321.0,301.0,300.0,272.0,271.0,268,,
Registered psychiatric nurses,Alberta,Years since graduation,Not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,
Registered psychiatric nurses,British Columbia,Supply,Total,2580.0,2670.0,2719.0,2787.0,2827.0,2906.0,3082.0,3203.0,3314.0,"3,459",,
Registered psychiatric nurses,British Columbia,Age,Age <25,44.0,48.0,46.0,35.0,31.0,32.0,36.0,52.0,52.0,37,,
Registered psychiatric nurses,British Columbia,Age,Age 25–34,573.0,654.0,682.0,725.0,769.0,772.0,855.0,891.0,963.0,"1,002",,
Registered psychiatric nurses,British Columbia,Age,Age 35–44,638.0,646.0,676.0,708.0,678.0,728.0,810.0,868.0,907.0,"1,000",,
Registered psychiatric nurses,British Columbia,Age,Age 45–54,679.0,687.0,673.0,697.0,719.0,728.0,734.0,759.0,758.0,755,,
Registered psychiatric nurses,British Columbia,Age,Age 55–64,495.0,469.0,481.0,474.0,500.0,501.0,501.0,485.0,483.0,508,,
Registered psychiatric nurses,British Columbia,Age,Age 65+,151.0,166.0,161.0,148.0,130.0,145.0,146.0,148.0,151.0,157,,
Registered psychiatric nurses,British Columbia,Age,Not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,
Registered psychiatric nurses,British Columbia,Age,Average age,45.2,44.6,44.4,44.1,44.0,44.1,43.6,43.2,42.9,42.9,,
Registered psychiatric nurses,British Columbia,Sex,Female,2010.0,2107.0,2148.0,2206.0,2242.0,2322.0,2473.0,2597.0,2712.0,"2,837",,
Registered psychiatric nurses,British Columbia,Sex,Male,570.0,563.0,571.0,581.0,585.0,584.0,609.0,606.0,602.0,622,,
Registered psychiatric nurses,British Columbia,Sex,Not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,
Registered psychiatric nurses,British Columbia,Inflow,Total,250.0,261.0,247.0,267.0,,222.0,307.0,278.0,254.0,270,,
Registered psychiatric nurses,British Columbia,Inflow,Age <35,159.0,176.0,142.0,156.0,,121.0,202.0,175.0,187.0,172,,
